Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
United States of America,Oak Grove,70,Moderate,2,Good,24,Good,6,Good,70,Moderate,45.3409,-93.3264
United States of America,Oceanside,57,Moderate,2,Good,22,Good,9,Good,57,Moderate,33.2247,-117.3083
United States of America,Oceanside,57,Moderate,2,Good,22,Good,9,Good,57,Moderate,40.6328,-73.6364
Germany,Ochsenfurt,63,Moderate,1,Good,53,Moderate,0,Good,63,Moderate,49.65,10.0667
Nigeria,Ondo,72,Moderate,2,Good,38,Good,0,Good,72,Moderate,7.0833,4.8333
Belize,Orange Walk,58,Moderate,1,Good,26,Good,0,Good,58,Moderate,18.075,-88.5583
Brazil,Padre Bernardo,20,Good,0,Good,20,Good,0,Good,7,Good,-15.16,-48.2839
Philippines,Paombong,103,Unhealthy for Sensitive Groups,3,Good,27,Good,7,Good,103,Unhealthy for Sensitive Groups,14.8311,120.7892
Chile,Parral,98,Moderate,3,Good,3,Good,5,Good,98,Moderate,26.9333,-105.6667
Chile,Parral,98,Moderate,3,Good,3,Good,5,Good,98,Moderate,-36.15,-71.8333
Brazil,Pentecoste,30,Good,0,Good,23,Good,0,Good,30,Good,-3.7928,-39.27
Guatemala,Petapa,61,Moderate,1,Good,25,Good,1,Good,61,Moderate,14.4962,-90.5525
Venezuela (Bolivarian Republic of),Petare,59,Moderate,1,Good,36,Good,0,Good,59,Moderate,10.4833,-66.8167
United States of America,Oxnard,49,Good,1,Good,36,Good,4,Good,49,Good,34.1964,-119.1815
Spain,Palafrugell,63,Moderate,1,Good,63,Moderate,0,Good,34,Good,41.9174,3.1631
United States of America,Palm Valley,125,Unhealthy for Sensitive Groups,1,Good,125,Unhealthy for Sensitive Groups,1,Good,27,Good,30.2011,-81.3948
Italy,Palmi,69,Moderate,1,Good,47,Good,0,Good,69,Moderate,38.3667,15.85
India,Majholi,164,Unhealthy,4,Good,41,Good,4,Good,164,Unhealthy,23.5011,79.924
Gabon,Makokou,50,Good,1,Good,22,Good,0,Good,50,Good,0.5667,12.8667
Philippines,Malanday,165,Unhealthy,5,Good,19,Good,12,Good,165,Unhealthy,14.7194,120.9547
,Mandurah,51,Moderate,0,Good,36,Good,0,Good,51,Moderate,-32.5289,115.7231
Brazil,Manga,24,Good,0,Good,24,Good,0,Good,14,Good,11.6667,-1.0667
Brazil,Manga,24,Good,0,Good,24,Good,0,Good,14,Good,-14.7558,-43.9319
United States of America,Maple Valley,38,Good,1,Good,33,Good,3,Good,38,Good,47.3659,-122.0368
Mauritius,Bambous,56,Moderate,1,Good,27,Good,0,Good,56,Moderate,-20.26,57.4148
Thailand,Bang Ban,143,Unhealthy for Sensitive Groups,3,Good,7,Good,12,Good,143,Unhealthy for Sensitive Groups,14.4247,100.4758
Brazil,Barreirinhas,39,Good,0,Good,21,Good,0,Good,39,Good,-2.7469,-42.8258
Germany,Bayreuth,55,Moderate,1,Good,49,Good,0,Good,55,Moderate,49.9481,11.5783
India,Begusarai,150,Unhealthy,3,Good,52,Moderate,5,Good,150,Unhealthy,25.42,86.13
United States of America,Belton,55,Moderate,1,Good,46,Good,2,Good,55,Moderate,38.8192,-94.5335
United States of America,Belton,55,Moderate,1,Good,46,Good,2,Good,55,Moderate,31.0525,-97.479
United States of America,Belvidere,38,Good,1,Good,38,Good,1,Good,38,Good,42.2543,-88.8649
Italy,Bergamo,89,Moderate,1,Good,50,Good,0,Good,89,Moderate,45.695,9.67
United States of America,Berkeley,46,Good,1,Good,33,Good,3,Good,46,Good,37.8722,-122.276
United States of America,Berkeley,46,Good,1,Good,33,Good,3,Good,46,Good,39.9156,-74.1923
Italy,Bibbiena,57,Moderate,1,Good,57,Moderate,0,Good,53,Moderate,43.7,11.8167
Germany,Bischofsheim,64,Moderate,1,Good,64,Moderate,0,Good,59,Moderate,49.989,8.355
United Kingdom of Great Britain and Northern Ireland,Bishop Auckland,39,Good,1,Good,39,Good,0,Good,38,Good,54.663,-1.676
Poland,Biskupiec,38,Good,1,Good,38,Good,0,Good,21,Good,53.8667,20.9667
Germany,Blomberg,45,Good,1,Good,44,Good,0,Good,45,Good,51.9333,9.0833
Germany,Boizenburg,41,Good,1,Good,41,Good,0,Good,22,Good,53.3667,10.7167
Italy,Borgo San Dalmazzo,57,Moderate,1,Good,47,Good,0,Good,57,Moderate,44.3333,7.4833
Ukraine,Borzna,40,Good,1,Good,40,Good,0,Good,13,Good,51.2539,32.4261
Central African Republic,Bossembele,56,Moderate,1,Good,22,Good,0,Good,56,Moderate,5.2667,17.65
Germany,Bottrop,52,Moderate,1,Good,40,Good,1,Good,52,Moderate,51.5247,6.9228
United States of America,Bountiful,47,Good,1,Good,38,Good,3,Good,47,Good,40.8721,-111.8647
United Kingdom of Great Britain and Northern Ireland,Bournemouth,37,Good,1,Good,32,Good,2,Good,37,Good,50.72,-1.88
United States of America,Burbank,108,Unhealthy for Sensitive Groups,3,Good,23,Good,21,Good,108,Unhealthy for Sensitive Groups,34.1879,-118.3235
United States of America,Burbank,108,Unhealthy for Sensitive Groups,3,Good,23,Good,21,Good,108,Unhealthy for Sensitive Groups,41.7444,-87.7686
Albania,Burrel,113,Unhealthy for Sensitive Groups,1,Good,43,Good,0,Good,113,Unhealthy for Sensitive Groups,41.6083,20.0111
,Cabedelo,23,Good,0,Good,23,Good,0,Good,20,Good,-6.9808,-34.8339
Brazil,Cachoeira,36,Good,0,Good,23,Good,0,Good,36,Good,-12.6178,-38.9558
France,Cambrai,54,Moderate,1,Good,42,Good,1,Good,54,Moderate,50.1767,3.2356
France,Canteleu,56,Moderate,1,Good,44,Good,0,Good,56,Moderate,49.4511,1.0361
Mexico,Capulhuac,175,Unhealthy,4,Good,28,Good,9,Good,175,Unhealthy,19.2,-99.4667
United States of America,Carmichael,49,Good,1,Good,28,Good,5,Good,49,Good,38.6318,-121.3263
Spain,Cartaya,41,Good,1,Good,41,Good,0,Good,17,Good,37.2833,-7.15
United States of America,Catalina Foothills,81,Moderate,1,Good,20,Good,6,Good,81,Moderate,32.3046,-110.8838
Thailand,Chachoengsao,145,Unhealthy for Sensitive Groups,3,Good,3,Good,13,Good,145,Unhealthy for Sensitive Groups,13.6903,101.0703
Thailand,Chaiyo,112,Unhealthy for Sensitive Groups,2,Good,12,Good,8,Good,112,Unhealthy for Sensitive Groups,14.6666,100.4702
Germany,Chemnitz,53,Moderate,1,Good,47,Good,0,Good,53,Moderate,50.8333,12.9167
Russian Federation,Cheremkhovo,57,Moderate,1,Good,18,Good,3,Good,57,Moderate,53.15,103.0833
Italy,Chiampo,82,Moderate,1,Good,47,Good,0,Good,82,Moderate,45.55,11.2833
Zambia,Chingola,40,Good,1,Good,27,Good,0,Good,40,Good,-12.5333,27.85
Pakistan,Zafarwal,161,Unhealthy,5,Good,41,Good,9,Good,161,Unhealthy,32.3463,74.8999
Poland,Zawiercie,54,Moderate,1,Good,44,Good,1,Good,54,Moderate,50.5,19.4167
United States of America,Zephyrhills,98,Moderate,1,Good,98,Moderate,1,Good,15,Good,28.2409,-82.1797
Germany,Zetel,38,Good,1,Good,38,Good,0,Good,32,Good,53.4197,7.9742
China,Zhaotong,156,Unhealthy,6,Good,1,Good,18,Good,156,Unhealthy,27.3328,103.7144
Pakistan,Zhob,177,Unhealthy,2,Good,56,Moderate,0,Good,177,Unhealthy,31.3417,69.4486
China,Zhuhai,70,Moderate,1,Good,18,Good,13,Good,70,Moderate,22.2769,113.5678
Russian Federation,Zhukovka,38,Good,1,Good,38,Good,0,Good,18,Good,53.5333,33.7333
China,Yiyang,170,Unhealthy,9,Good,18,Good,31,Good,170,Unhealthy,28.5833,112.3333
China,Yiyang,170,Unhealthy,9,Good,18,Good,31,Good,170,Unhealthy,26.4103,112.3913
Colombia,Yopal,50,Good,1,Good,10,Good,0,Good,50,Good,5.35,-72.41
Tajikistan,Yovon,153,Unhealthy,1,Good,25,Good,1,Good,153,Unhealthy,38.3167,69.05
Malawi,Zomba,59,Moderate,1,Good,23,Good,0,Good,59,Moderate,-15.3833,35.3333
Russian Federation,Zverevo,46,Good,1,Good,46,Good,0,Good,24,Good,48.02,40.12
El Salvador,Delgado,151,Unhealthy,4,Good,9,Good,12,Good,151,Unhealthy,13.7167,-89.1667
United States of America,Denison,128,Unhealthy for Sensitive Groups,1,Good,25,Good,2,Good,128,Unhealthy for Sensitive Groups,33.7672,-96.5808
India,Deogarh,157,Unhealthy,2,Good,65,Moderate,1,Good,157,Unhealthy,21.5383,84.7334
Russian Federation,Dolinsk,32,Good,1,Good,32,Good,0,Good,17,Good,47.3167,142.8
Kazakhstan,Abay,42,Good,1,Good,35,Good,0,Good,42,Good,49.6311,72.8539
Kazakhstan,Abay,42,Good,1,Good,35,Good,0,Good,42,Good,43.2092,76.7603
Brazil,Agudos,43,Good,1,Good,11,Good,2,Good,43,Good,-22.4739,-48.9836
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,31.1975,29.8925
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,38.8185,-77.0861
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,43.9686,25.3333
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,31.2923,-92.4702
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,45.8776,-95.3767
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,-6.4128,-38.0158
Egypt,Alexandria,56,Moderate,1,Good,56,Moderate,1,Good,35,Good,38.9621,-84.3859
Portugal,Alfena,27,Good,0,Good,27,Good,2,Good,21,Good,41.2381,-8.5253
Brazil,Alfenas,42,Good,1,Good,8,Good,3,Good,42,Good,-21.4289,-45.9469
Belgium,Amay,50,Good,1,Good,22,Good,5,Good,50,Good,50.5478,5.3192
Brazil,Anicuns,49,Good,1,Good,5,Good,3,Good,49,Good,-16.4608,-49.9619
Germany,Anklam,35,Good,0,Good,35,Good,0,Good,31,Good,53.85,13.6833
Brazil,Aparecida,82,Moderate,3,Good,2,Good,8,Good,82,Moderate,-22.8472,-45.23
United States of America,Artesia,61,Moderate,1,Good,21,Good,4,Good,61,Moderate,33.8676,-118.0805
United States of America,Artesia,61,Moderate,1,Good,21,Good,4,Good,61,Moderate,32.8497,-104.4268
Uruguay,Artigas,17,Good,0,Good,17,Good,0,Good,5,Good,-30.4667,-56.4667
India,Aruppukkottai,56,Moderate,1,Good,30,Good,0,Good,56,Moderate,9.5139,78.1002
Kazakhstan,Atbasar,41,Good,1,Good,36,Good,0,Good,41,Good,51.8,68.3333
United States of America,Auburn Hills,49,Good,1,Good,31,Good,7,Good,49,Good,42.6735,-83.2448
El Salvador,Ayutuxtepeque,107,Unhealthy for Sensitive Groups,3,Good,20,Good,10,Good,107,Unhealthy for Sensitive Groups,13.7356,-89.2017
Germany,Bad Salzdetfurth,40,Good,0,Good,33,Good,1,Good,40,Good,52.0653,10.0092
Germany,Bad Salzuflen,39,Good,0,Good,34,Good,1,Good,39,Good,52.0833,8.7467
Brazil,Barra Velha,76,Moderate,3,Good,3,Good,7,Good,76,Moderate,-26.6319,-48.685
United States of America,Beaver Dam,54,Moderate,2,Good,33,Good,6,Good,54,Moderate,43.4688,-88.8309
United States of America,Belchertown,27,Good,1,Good,27,Good,5,Good,27,Good,42.2788,-72.4004
United Kingdom of Great Britain and Northern Ireland,Belfast,29,Good,0,Good,29,Good,2,Good,23,Good,54.5964,-5.93
United States of America,Belle Glade,98,Moderate,3,Good,8,Good,12,Good,98,Moderate,26.6916,-80.6656
Russian Federation,Belovo,36,Good,1,Good,36,Good,0,Good,32,Good,54.4167,86.3
United States of America,Bentonville,88,Moderate,1,Good,23,Good,4,Good,88,Moderate,36.3547,-94.2305
Thailand,Betong,51,Moderate,1,Good,32,Good,0,Good,51,Moderate,5.7731,101.0725
Germany,Bexbach,51,Moderate,1,Good,29,Good,3,Good,51,Moderate,49.3494,7.2594
Central African Republic,Birao,60,Moderate,2,Good,7,Good,0,Good,60,Moderate,10.294,22.782
United Kingdom of Great Britain and Northern Ireland,Blyth,31,Good,1,Good,31,Good,2,Good,21,Good,55.126,-1.514
Belgium,Bonheiden,42,Good,1,Good,28,Good,4,Good,42,Good,51.0333,4.5333
United States of America,Bradley,41,Good,1,Good,30,Good,7,Good,41,Good,41.1641,-87.8452
Cameroon,Buea,89,Moderate,3,Good,20,Good,1,Good,89,Moderate,4.1667,9.2333
India,Buguda,166,Unhealthy,1,Good,40,Good,0,Good,166,Unhealthy,19.8081,84.7908
United Kingdom of Great Britain and Northern Ireland,Burgess Hill,52,Moderate,1,Good,29,Good,5,Good,52,Moderate,50.9535,-0.1262
Italy,Busto Arsizio,105,Unhealthy for Sensitive Groups,1,Good,38,Good,3,Good,105,Unhealthy for Sensitive Groups,45.612,8.8518
Italy,Caltagirone,58,Moderate,2,Good,35,Good,3,Good,58,Moderate,37.2375,14.5125
Italy,Calvizzano,40,Good,2,Good,34,Good,7,Good,40,Good,40.9,14.1833
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,40.8078,-81.3676
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,34.2467,-84.4897
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,42.175,-71.1264
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,40.5632,-90.0409
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,44.5802,-75.1978
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,32.5975,-90.0317
United States of America,Canton,50,Good,1,Good,20,Good,3,Good,50,Good,41.86,-72.9083
Italy,Carini,49,Good,1,Good,49,Good,2,Good,29,Good,38.1333,13.1833
United Kingdom of Great Britain and Northern Ireland,Carluke,31,Good,1,Good,15,Good,8,Good,31,Good,55.734,-3.834
Italy,Cerignola,41,Good,2,Good,39,Good,7,Good,41,Good,41.2667,15.9
Italy,Villa San Giovanni,73,Moderate,1,Good,37,Good,2,Good,73,Moderate,38.2167,15.6333
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,15.3167,-88.0167
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,22.3536,-102.8831
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,8.5833,124.7833
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,12.9647,-86.815
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,4.6087,-72.9288
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,10.4456,-75.2761
Colombia,Villanueva,44,Good,1,Good,12,Good,1,Good,44,Good,10.6,-72.9833
Spain,Villena,29,Good,1,Good,29,Good,1,Good,22,Good,38.635,-0.8658
United Kingdom of Great Britain and Northern Ireland,Walkden,32,Good,1,Good,30,Good,3,Good,32,Good,53.5239,-2.3991
Belgium,Wemmel,44,Good,1,Good,27,Good,4,Good,44,Good,50.9167,4.3
United Kingdom of Great Britain and Northern Ireland,Whitstable,50,Good,0,Good,37,Good,1,Good,50,Good,51.361,1.026
United States of America,Wichita Falls,64,Moderate,1,Good,29,Good,1,Good,64,Moderate,33.9072,-98.5291
Germany,Wickede,52,Moderate,0,Good,31,Good,2,Good,52,Moderate,51.4964,7.8658
Belgium,Wingene,40,Good,1,Good,32,Good,3,Good,40,Good,51.05,3.2667
Netherlands,Winsum,37,Good,0,Good,37,Good,0,Good,32,Good,53.3312,6.5157
United States of America,Winter Garden,68,Moderate,1,Good,14,Good,13,Good,68,Moderate,28.5421,-81.5967
United Kingdom of Great Britain and Northern Ireland,Wokingham,51,Moderate,1,Good,26,Good,6,Good,51,Moderate,51.41,-0.84
United States of America,Woodridge,57,Moderate,2,Good,29,Good,12,Good,57,Moderate,41.737,-88.0409
Ukraine,Yakymivka,40,Good,1,Good,40,Good,0,Good,15,Good,46.6977,35.1554
Japan,Yanai,45,Good,1,Good,45,Good,1,Good,42,Good,33.9667,132.1167
Japan,Yokkaichi,44,Good,1,Good,44,Good,1,Good,16,Good,34.965,136.6244
Peru,Yurimaguas,32,Good,1,Good,1,Good,0,Good,32,Good,-5.9,-76.0833
Iran (Islamic Republic of),Zarand,152,Unhealthy,0,Good,42,Good,0,Good,152,Unhealthy,30.8128,56.5639
China,Zigong,146,Unhealthy for Sensitive Groups,5,Good,69,Moderate,8,Good,146,Unhealthy for Sensitive Groups,29.3498,104.7645
Switzerland,Zofingen,98,Moderate,1,Good,28,Good,2,Good,98,Moderate,47.2833,7.9333
Serbia,Zrenjanin,87,Moderate,1,Good,40,Good,3,Good,87,Moderate,45.3833,20.3894
Canada,Charlottetown,25,Good,1,Good,25,Good,1,Good,22,Good,46.2403,-63.1347
France,Chelles,59,Moderate,1,Good,19,Good,6,Good,59,Moderate,48.8833,2.6
Russian Federation,Chernogolovka,59,Moderate,1,Good,20,Good,13,Good,59,Moderate,56.0,38.3667
Colombia,Chimichagua,44,Good,1,Good,9,Good,1,Good,44,Good,9.25,-73.8167
Zambia,Chipata,29,Good,0,Good,19,Good,0,Good,29,Good,-13.6453,32.6464
United Kingdom of Great Britain and Northern Ireland,Chippenham,50,Good,1,Good,20,Good,5,Good,50,Good,51.459,-2.116
Poland,Ciechocinek,35,Good,0,Good,35,Good,0,Good,32,Good,52.8833,18.7833
United States of America,Clive,55,Moderate,1,Good,26,Good,6,Good,55,Moderate,41.6147,-93.798
Romania,Codlea,58,Moderate,1,Good,39,Good,0,Good,58,Moderate,45.6969,25.4439
Brazil,Colina,37,Good,1,Good,11,Good,1,Good,37,Good,-33.2017,-70.6703
Brazil,Colina,37,Good,1,Good,11,Good,1,Good,37,Good,-20.7136,-48.5411
United States of America,Columbus,51,Moderate,1,Good,26,Good,4,Good,51,Moderate,39.9862,-82.9855
United States of America,Columbus,51,Moderate,1,Good,26,Good,4,Good,51,Moderate,32.51,-84.8771
United States of America,Columbus,51,Moderate,1,Good,26,Good,4,Good,51,Moderate,39.2093,-85.9183
United States of America,Columbus,51,Moderate,1,Good,26,Good,4,Good,51,Moderate,41.4366,-97.3565
United States of America,Columbus,51,Moderate,1,Good,26,Good,4,Good,51,Moderate,33.5088,-88.4096
United Kingdom of Great Britain and Northern Ireland,Congleton,44,Good,1,Good,29,Good,4,Good,44,Good,53.162,-2.217
United States of America,Coon Rapids,54,Moderate,1,Good,31,Good,10,Good,54,Moderate,45.1755,-93.3094
United States of America,Corsicana,47,Good,1,Good,18,Good,4,Good,47,Good,32.0824,-96.4665
Guatemala,Cubulco,77,Moderate,2,Good,9,Good,6,Good,77,Moderate,15.1083,-90.6306
Philippines,Taytay,65,Moderate,1,Good,23,Good,1,Good,65,Moderate,14.5692,121.1325
Philippines,Taytay,65,Moderate,1,Good,23,Good,1,Good,65,Moderate,10.8167,119.5167
United Kingdom of Great Britain and Northern Ireland,Telford,56,Moderate,1,Good,26,Good,5,Good,56,Moderate,52.6766,-2.4469
Mexico,Temascalcingo,50,Good,1,Good,13,Good,2,Good,50,Good,19.9147,-100.0036
Serbia,Temerin,80,Moderate,1,Good,40,Good,2,Good,80,Moderate,45.4167,19.8833
Bulgaria,Teteven,65,Moderate,1,Good,40,Good,1,Good,65,Moderate,42.9167,24.2667
Netherlands,Tholen,34,Good,1,Good,32,Good,2,Good,34,Good,51.5333,4.2
Nicaragua,Ticuantepe,34,Good,1,Good,16,Good,3,Good,34,Good,12.0231,-86.2064
Indonesia,Tomohon,24,Good,1,Good,16,Good,0,Good,24,Good,1.3244,124.8225
Belgium,Tongeren,46,Good,1,Good,24,Good,4,Good,46,Good,50.7794,5.4631
China,Tongzhou,198,Unhealthy,5,Good,198,Unhealthy,6,Good,157,Unhealthy,25.7716,106.973
France,Torcy,57,Moderate,1,Good,20,Good,6,Good,57,Moderate,48.8502,2.6508
Germany,Torgelow,34,Good,0,Good,34,Good,1,Good,32,Good,53.6167,14.0
Portugal,Torres Novas,30,Good,0,Good,30,Good,1,Good,23,Good,39.4667,-8.5333
Japan,Tosu,48,Good,1,Good,48,Good,0,Good,39,Good,33.3833,130.5
United States of America,Tulare,55,Moderate,2,Good,17,Good,11,Good,55,Moderate,36.1995,-119.34
Bolivia (Plurinational State of),Tupiza,14,Good,0,Good,14,Good,0,Good,10,Good,-21.4375,-65.7158
India,Udaipur,70,Moderate,3,Good,36,Good,2,Good,70,Moderate,24.58,73.68
India,Udaipur,70,Moderate,3,Good,36,Good,2,Good,70,Moderate,23.5389,91.4917
India,Udaipur,70,Moderate,3,Good,36,Good,2,Good,70,Moderate,27.7289,75.4716
Japan,Uenohara,46,Good,1,Good,46,Good,1,Good,30,Good,35.6302,139.1113
United States of America,Uniontown,45,Good,1,Good,45,Good,2,Good,31,Good,39.8993,-79.7246
Japan,Urayasu,54,Moderate,1,Good,54,Moderate,3,Good,49,Good,35.6539,139.9022
India,Vadnagar,165,Unhealthy,1,Good,36,Good,0,Good,165,Unhealthy,23.785,72.64
Italy,Varazze,35,Good,1,Good,35,Good,3,Good,34,Good,44.36,8.5766
Germany,Vechelde,39,Good,0,Good,33,Good,1,Good,39,Good,52.2608,10.3719
Italy,Velletri,41,Good,1,Good,41,Good,2,Good,22,Good,41.6667,12.7833
Italy,Venosa,46,Good,2,Good,39,Good,6,Good,46,Good,40.9618,15.8148
Russian Federation,Votkinsk,38,Good,1,Good,28,Good,1,Good,38,Good,57.05,54.0
Russian Federation,Bolkhov,65,Moderate,0,Good,23,Good,1,Good,65,Moderate,53.45,36.0167
Russian Federation,Bolokhovo,50,Good,0,Good,31,Good,1,Good,50,Good,54.0833,37.8333
Germany,Bonn,32,Good,1,Good,32,Good,2,Good,30,Good,50.7333,7.1
Belgium,Bredene,42,Good,1,Good,27,Good,2,Good,42,Good,51.2336,2.9756
Ukraine,Buchach,70,Moderate,1,Good,37,Good,1,Good,70,Moderate,49.0647,25.3872
Chile,Buin,245,Very Unhealthy,20,Good,0,Good,27,Good,245,Very Unhealthy,-33.7333,-70.7333
Philippines,Bunawan,54,Moderate,1,Good,18,Good,0,Good,54,Moderate,8.1781,125.9935
India,Burla,163,Unhealthy,1,Good,63,Moderate,0,Good,163,Unhealthy,21.5098,83.8726
United States of America,Camp Verde,43,Good,1,Good,13,Good,4,Good,43,Good,34.569,-111.856
Italy,Capua,45,Good,1,Good,45,Good,2,Good,15,Good,41.1056,14.2139
Portugal,Cartaxo,37,Good,0,Good,28,Good,1,Good,37,Good,39.15,-8.7833
Italy,Casalgrande,60,Moderate,1,Good,38,Good,1,Good,60,Moderate,44.5833,10.7333
Portugal,Cascais,47,Good,0,Good,29,Good,3,Good,47,Good,38.7,-9.4167
Ecuador,Catamayo,24,Good,1,Good,8,Good,1,Good,24,Good,-3.9833,-79.35
Chile,Cauquenes,36,Good,1,Good,16,Good,3,Good,36,Good,-35.9667,-72.35
United States of America,Cedarburg,49,Good,2,Good,16,Good,14,Good,49,Good,43.299,-87.9887
United Republic of Tanzania,Chake Chake,52,Moderate,1,Good,25,Good,0,Good,52,Moderate,-5.2395,39.77
India,Chakradharpur,167,Unhealthy,1,Good,93,Moderate,0,Good,167,Unhealthy,22.7,85.63
United States of America,College Park,98,Moderate,3,Good,0,Good,28,Good,98,Moderate,38.996,-76.9337
United States of America,College Park,98,Moderate,3,Good,0,Good,28,Good,98,Moderate,33.6363,-84.464
United States of America,Corinth,58,Moderate,1,Good,20,Good,6,Good,58,Moderate,33.1434,-97.0682
United States of America,Corinth,58,Moderate,1,Good,20,Good,6,Good,58,Moderate,34.9474,-88.5143
Benin,Cotonou,71,Moderate,1,Good,24,Good,0,Good,71,Moderate,6.3667,2.4333
South Africa,Cradock,43,Good,1,Good,23,Good,0,Good,43,Good,-32.1833,25.6167
United Kingdom of Great Britain and Northern Ireland,Crawley,32,Good,0,Good,28,Good,3,Good,32,Good,51.1092,-0.1872
Rwanda,Cyangugu,56,Moderate,2,Good,24,Good,0,Good,56,Moderate,-2.4833,28.8967
Benin,Abomey,80,Moderate,1,Good,21,Good,1,Good,80,Moderate,7.1856,1.9881
France,Agen,46,Good,1,Good,37,Good,1,Good,46,Good,44.2049,0.6212
Turkey,Alanya,42,Good,1,Good,42,Good,0,Good,22,Good,36.55,32.0
Russian Federation,Aleysk,35,Good,1,Good,35,Good,0,Good,27,Good,52.5,82.7833
,Almeirim,47,Good,1,Good,4,Good,0,Good,47,Good,-1.5228,-52.5819
,Almeirim,47,Good,1,Good,4,Good,0,Good,47,Good,39.2,-8.6167
Russian Federation,Amursk,47,Good,1,Good,33,Good,0,Good,47,Good,50.2167,136.9
United States of America,Annapolis,61,Moderate,1,Good,41,Good,5,Good,61,Moderate,38.9706,-76.5047
Guatemala,Antigua Guatemala,125,Unhealthy for Sensitive Groups,4,Good,3,Good,13,Good,125,Unhealthy for Sensitive Groups,14.5667,-90.7333
Brazil,Arapongas,37,Good,1,Good,14,Good,2,Good,37,Good,-23.4189,-51.4239
Philippines,Aringay,59,Moderate,1,Good,24,Good,1,Good,59,Moderate,16.3982,120.3555
Iran (Islamic Republic of),Bam,178,Unhealthy,1,Good,42,Good,0,Good,178,Unhealthy,29.1061,58.3569
India,Banganapalle,83,Moderate,0,Good,30,Good,0,Good,83,Moderate,15.3167,78.2331
Thailand,Bangkok,69,Moderate,1,Good,25,Good,1,Good,69,Moderate,13.7525,100.4942
United States of America,Belmont,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,37.5154,-122.2953
United States of America,Belmont,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,42.396,-71.1795
United States of America,Belmont,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,35.2212,-81.0401
United States of America,Belmont,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,39.0622,-77.4985
China,Bengbu,174,Unhealthy,4,Good,174,Unhealthy,5,Good,141,Unhealthy for Sensitive Groups,32.9354,117.3531
