,Name,Type,Score,Score Rank,Popularity Rank,Air Date,Studio,Num. of episodes,Genres,Theme(s),Demographic
1024,Master Keaton OVA,OVA,7.73,1025,5863,"Dec 21, 1999 to Jun 20, 2000",['Madhouse'],15,"['Adventure', 'Drama', 'Mystery', 'Slice of Life']","['Adult Cast', 'Historical']",Seinen
1025,Noragami OVA,OVA,7.73,1026,636,"Feb 17, 2014 to Jul 17, 2014",['Bones'],2,"['Comedy', 'Fantasy']","['Mythology', 'School']",Shounen
1026,Pokemon: The Origin,Special,7.73,1027,926,"Oct 2, 2013","['Production I.G', '            Xebec', '            OLM']",4,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['None'],Kids
1027,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,Movie,7.73,1028,2041,"Mar 8, 2019",['Production I.G'],1,"['Action', 'Sci-Fi']","['Adult Cast', 'Detective', 'Psychological']",None
1028,School Rumble: Ichi Gakki Hoshuu,OVA,7.73,1029,2478,"Dec 22, 2005",['Studio Comet'],2,"['Comedy', 'Romance']",['School'],Shounen
1029,Slayers,TV,7.73,1030,1410,"Apr 7, 1995 to Sep 29, 1995",['E&G Films'],26,"['Adventure', 'Comedy', 'Fantasy']",['Mythology'],None
1030,Sonny Boy,TV,7.73,1031,883,"Jul 16, 2021 to Oct 1, 2021",['Madhouse'],12,['Mystery'],"['Isekai', 'Super Power']",None
1031,Tetsuwan Birdy Decode:02,TV,7.73,1032,2673,"Jan 10, 2009 to Mar 28, 2009",['A-1 Pictures'],12,"['Action', 'Comedy', 'Sci-Fi']",['None'],None
1032,Yamato Nadeshiko Shichihenge♥,TV,7.73,1034,1275,"Oct 4, 2006 to Mar 28, 2007",['Nippon Animation'],25,['Comedy'],['Reverse Harem'],Shoujo
1033,Memories,Movie,7.72,1035,1704,"Dec 23, 1995","['Madhouse', '            Studio 4°C']",3,"['Drama', 'Horror', 'Sci-Fi']",['Psychological'],None
1034,Mujin Wakusei Survive,TV,7.72,1036,3677,"Oct 16, 2003 to Oct 28, 2004","['Madhouse', '            Telecom Animation Film']",52,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Slice of Life']",['Survival'],None
1035,Nanatsu no Taizai,TV,7.72,1037,29,"Oct 5, 2014 to Mar 29, 2015",['A-1 Pictures'],24,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
1036,New Game!!,TV,7.72,1038,827,"Jul 11, 2017 to Sep 26, 2017",['Doga Kobo'],12,"['Comedy', 'Slice of Life']","['CGDCT', 'Otaku Culture', 'Strategy Game', 'Workplace']",None
1037,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,Movie,7.72,1039,1945,"Mar 5, 2005",['Toei Animation'],1,"['Action', 'Adventure', 'Drama', 'Fantasy']",['None'],Shounen
1038,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,Special,7.72,1040,3229,"Aug 22, 2015",['Toei Animation'],1,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
1039,Psycho-Pass Movie,Movie,7.72,1041,800,"Jan 9, 2015",['Production I.G'],1,"['Action', 'Sci-Fi']","['Adult Cast', 'Detective', 'Military']",None
1040,Rozen Maiden: Ouvertüre,Special,7.72,1042,2432,"Dec 23, 2006 to Dec 24, 2006",['Nomad'],2,"['Action', 'Comedy', 'Drama']",['None'],Seinen
1041,Rurouni Kenshin DVD-BOX Special Ending,Special,7.72,1043,4456,"May 7, 2007",['None'],1,['Romance'],['Historical'],None
1042,Taiyou no Ko Esteban,TV,7.72,1044,5221,"May 1, 1982 to Feb 5, 1983",['Studio Pierrot'],39,"['Adventure', 'Sci-Fi']",['Historical'],None
1043,Tsuki ga Michibiku Isekai Douchuu,TV,7.72,1045,733,"Jul 7, 2021 to Sep 22, 2021",['C2C'],12,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Isekai'],None
1044,Wan Sheng Jie 3,ONA,7.73,1033,9015,"Jan 26, 2022 to Apr 6, 2022",['None'],12,"['Comedy', 'Slice of Life', 'Supernatural']",['Mythology'],None
1045,Watashi no Ashinaga Ojisan,TV,7.72,1046,4770,"Jan 4, 1990 to Dec 23, 1990",['Nippon Animation'],40,"['Comedy', 'Romance', 'Slice of Life']","['Historical', 'School']",Shoujo
1046,Berserk: Ougon Jidai-hen I - Haou no Tamago,Movie,7.72,1047,978,"Feb 4, 2012",['Studio 4°C'],1,"['Action', 'Adventure', 'Fantasy', 'Supernatural']","['Gore', 'Military', 'Mythology']",Seinen
1047,Break Blade 2: Ketsubetsu no Michi,Movie,7.72,1048,2384,"Jun 26, 2010","['Production I.G', '            Xebec']",1,"['Action', 'Fantasy']","['Adult Cast', 'Mecha', 'Military']",Shounen
1048,Change!! Getter Robo: Sekai Saigo no Hi,OVA,7.72,1049,4914,"Aug 25, 1998 to May 25, 1999","[""Brain's Base""]",13,"['Action', 'Adventure', 'Horror', 'Sci-Fi']","['Mecha', 'Psychological']",Shounen
1049,Chi's Sweet Home: Atarashii Ouchi,TV,7.72,1050,3609,"Mar 30, 2009 to Sep 24, 2009",['Madhouse'],104,"['Comedy', 'Slice of Life']",['Pets'],Seinen
1050,Chuunibyou demo Koi ga Shitai!,TV,7.72,1051,86,"Oct 4, 2012 to Dec 20, 2012",['Kyoto Animation'],12,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",['School'],None
1051,Detective Conan Movie 19: The Hellfire Sunflowers,Movie,7.72,1052,3253,"Apr 18, 2015",['TMS Entertainment'],1,"['Action', 'Mystery']",['Detective'],Shounen
1052,Douluo Dalu: Feng Qi Tang Men,ONA,7.72,1053,9960,"Feb 19, 2022 to May 14, 2022",['Sparkly Key Animation Studio'],13,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",None
1053,Doupo Cangqiong 3rd Season,ONA,7.72,1054,6984,"Jul 21, 2019 to Sep 29, 2019",['Motion Magic'],12,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']","['Martial Arts', 'Mythology']",None
1054,Haikyuu!! Lev Genzan!,OVA,7.72,1055,1498,"Mar 4, 2015",['Production I.G'],1,['Sports'],['Team Sports'],Shounen
1055,Hakuouki Movie 2: Shikon Soukyuu,Movie,7.72,1056,4131,"Mar 8, 2014",['Studio Deen'],1,"['Action', 'Drama', 'Supernatural']","['Historical', 'Samurai']",Josei
1056,Heikousen,Music,7.72,1057,8070,"Feb 5, 2021","['10Gauge', '            Studio DURIAN']",1,['Romance'],['Music'],None
1057,IDOLiSH7,TV,7.72,1058,2490,"Jan 7, 2018 to May 19, 2018",['TROYCA'],17,['Drama'],"['Idols (Male)', 'Music']",None
1058,Karakai Jouzu no Takagi-san,TV,7.72,1059,351,"Jan 8, 2018 to Mar 26, 2018",['Shin-Ei Animation'],12,"['Comedy', 'Slice of Life']","['Iyashikei', 'Romantic Subtext', 'School']",Shounen
1059,Kuroko no Basket 2nd Season NG-shuu,Special,7.72,1060,2381,"Jan 29, 2014 to Sep 24, 2014",['Production I.G'],9,"['Comedy', 'Sports']",['Team Sports'],None
1060,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,Movie,7.72,1061,1281,"Mar 14, 2015",['Kyoto Animation'],1,"['Action', 'Fantasy', 'Supernatural']",['None'],None
1061,Macross Plus Movie Edition,Movie,7.72,1062,4653,"Oct 7, 1995",['Triangle Staff'],1,"['Action', 'Adventure', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Space']",None
1062,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",OVA,7.71,1063,2166,"Jan 5, 2016",['Bones'],1,"['Drama', 'Fantasy', 'Romance']",['None'],Shoujo
1063,Akage no Anne,TV,7.71,1064,3614,"Jan 7, 1979 to Dec 30, 1979",['Nippon Animation'],50,"['Drama', 'Slice of Life']","['Historical', 'Iyashikei']",None
1064,Aoi Bungaku Series,TV,7.71,1065,965,"Oct 11, 2009 to Dec 27, 2009",['Madhouse'],12,"['Drama', 'Suspense']","['Historical', 'Psychological']",Seinen
1065,BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!,ONA,7.71,1066,9830,"Mar 10, 2022 to Mar 17, 2022",['SANZIGEN'],2,['None'],['Music'],None
1066,Bishoujo Senshi Sailor Moon,TV,7.71,1067,553,"Mar 7, 1992 to Feb 27, 1993",['Toei Animation'],46,['Romance'],"['Mahou Shoujo', 'Mythology']",Shoujo
1067,D.Gray-man Hallow,TV,7.71,1068,1083,"Jul 5, 2016 to Sep 27, 2016",['TMS Entertainment'],13,"['Action', 'Adventure']","['Mythology', 'Super Power']",Shounen
1068,Daicon Opening Animations,Special,7.71,1069,4355,"Aug 22, 1981 to Aug 20, 1983",['Gainax'],2,"['Action', 'Adventure', 'Sci-Fi']","['Mecha', 'Music', 'Otaku Culture']",None
1069,Detective Conan Movie 16: The Eleventh Striker,Movie,7.71,1070,3039,"Apr 14, 2012",['TMS Entertainment'],1,"['Adventure', 'Comedy', 'Mystery', 'Sports']","['Detective', 'Team Sports']",Shounen
1070,Dragon Ball Kai,TV,7.71,1071,552,"Apr 5, 2009 to Mar 27, 2011",['Toei Animation'],97,"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Martial Arts', 'Super Power']",Shounen
1071,Gakkou no Kaidan,TV,7.71,1072,1160,"Oct 22, 2000 to Mar 25, 2001",['Studio Pierrot'],19,"['Horror', 'Mystery', 'Supernatural']",['None'],None
1072,Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,OVA,7.71,1073,2872,"Jul 25, 2014",['Actas'],1,['Sports'],"['Military', 'School']",None
1073,Hanasakeru Seishounen,TV,7.71,1074,2291,"Apr 5, 2009 to Feb 14, 2010",['Studio Pierrot'],39,"['Drama', 'Romance']",['Reverse Harem'],Shoujo
1074,Hourou Musuko,TV,7.71,1075,1491,"Jan 14, 2011 to Apr 1, 2011",['AIC Classic'],11,"['Drama', 'Romance', 'Slice of Life']",['School'],Seinen
1075,Joshikousei no Mudazukai,TV,7.71,1076,1715,"Jul 5, 2019 to Sep 20, 2019",['Passione'],12,['Comedy'],"['Gag Humor', 'School']",None
1076,Jujutsu Kaisen,ONA,7.71,1077,2849,"Dec 3, 2018 to Dec 8, 2018",['Yokohama Animation Lab'],3,['Fantasy'],['School'],Shounen
1077,Little Busters!: EX,Special,7.71,1078,2589,"Jan 29, 2014 to Jul 30, 2014",['J.C.Staff'],8,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural']",['School'],None
1078,Macross Plus,OVA,7.71,1079,2861,"Aug 25, 1994 to Jun 25, 1995",['Triangle Staff'],4,"['Drama', 'Romance', 'Sci-Fi']","['Adult Cast', 'Mecha', 'Military', 'Space']",None
1079,Nurarihyon no Mago OVA,OVA,7.71,1080,3903,"Dec 4, 2012 to Mar 4, 2013",['Studio Deen'],2,"['Action', 'Supernatural']",['Mythology'],Shounen
1080,One Punch Man: Road to Hero,OVA,7.71,1081,662,"Dec 4, 2015",['Madhouse'],1,"['Action', 'Comedy']","['Parody', 'Super Power']",Seinen
1081,Panty & Stocking with Garterbelt,TV,7.71,1082,545,"Oct 2, 2010 to Dec 25, 2010",['Gainax'],13,"['Action', 'Comedy', 'Supernatural', 'Ecchi']","['Gag Humor', 'Parody']",None
1082,Shingeki no Kyojin: Chronicle,Movie,7.71,1083,2140,"Jul 17, 2020",['Wit Studio'],1,"['Action', 'Drama']","['Gore', 'Military', 'Survival']",Shounen
1083,Shirobako Movie,Movie,7.71,1084,2831,"Feb 29, 2020",['P.A. Works'],1,"['Comedy', 'Drama']","['Adult Cast', 'Otaku Culture', 'Workplace']",None
1084,Turn A Gundam,TV,7.71,1085,2906,"Apr 9, 1999 to Apr 14, 2000","['Sunrise', '            Nakamura Production']",50,"['Action', 'Adventure', 'Drama', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Space']",None
1085,Uramichi Oniisan,TV,7.71,1086,1200,"Jul 6, 2021 to Sep 28, 2021",['Studio Blanc'],13,"['Comedy', 'Slice of Life']","['Adult Cast', 'Gag Humor', 'Showbiz', 'Workplace']",None
1086,Mobile Suit Gundam Wing,TV,7.70,1087,1286,"Apr 7, 1995 to Mar 29, 1996",['Sunrise'],49,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",None
1087,One Punch Man Specials,Special,7.70,1088,693,"Dec 24, 2015 to May 27, 2016",['Madhouse'],6,"['Action', 'Comedy']","['Parody', 'Super Power']",Seinen
1088,Princess Principal,TV,7.70,1089,1033,"Jul 9, 2017 to Sep 24, 2017","['Actas', '            Studio 3Hz']",12,"['Action', 'Mystery']",['Historical'],None
1089,Princess Principal: Crown Handler Movie 2,Movie,7.70,1090,5767,"Sep 23, 2021",['Actas'],1,"['Action', 'Mystery']",['Historical'],None
1090,Seitokai Yakuindomo*,TV,7.70,1091,834,"Jan 4, 2014 to Mar 30, 2014",['GoHands'],13,"['Comedy', 'Slice of Life']",['School'],Shounen
1091,Shingeki no Kyojin Movie 1: Guren no Yumiya,Movie,7.70,1092,1675,"Nov 22, 2014",['Wit Studio'],1,"['Action', 'Drama']","['Gore', 'Survival']",Shounen
1092,Soukou Kihei Votoms,TV,7.70,1093,4072,"Apr 1, 1983 to Mar 23, 1984",['Sunrise'],52,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",None
1093,Tenshi no Tamago,OVA,7.70,1094,1490,"Dec 22, 1985",['Studio Deen'],1,"['Avant Garde', 'Drama', 'Fantasy']",['None'],None
1094,Urusei Yatsura,TV,7.70,1095,2178,"Oct 14, 1981 to Mar 19, 1986","['Studio Pierrot', '            Studio Deen']",195,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",['None'],None
1095,Ani ni Tsukeru Kusuri wa Nai! 3,TV,7.70,1096,3364,"Oct 7, 2019 to Dec 23, 2019",['Planet Cartoon'],12,"['Comedy', 'Slice of Life']",['School'],None
1096,Baka to Test to Shoukanjuu Ni!,TV,7.70,1097,533,"Jul 8, 2011 to Sep 30, 2011",['SILVER LINK.'],13,"['Comedy', 'Romance']","['Love Polygon', 'School', 'Super Power']",None
1097,BanG Dream! Film Live,Movie,7.70,1098,5537,"Sep 13, 2019",['SANZIGEN'],1,['None'],['Music'],None
1098,Bishoujo Senshi Sailor Moon Eternal Movie 2,Movie,7.70,1099,4457,"Feb 11, 2021","['Toei Animation', '            Studio Deen']",1,['Romance'],"['Mahou Shoujo', 'Mythology']",Shoujo
1099,Bishoujo Senshi Sailor Moon R,TV,7.70,1100,1328,"Mar 6, 1993 to Mar 12, 1994",['Toei Animation'],43,['Romance'],"['Mahou Shoujo', 'Mythology']",Shoujo
1100,Bishoujo Senshi Sailor Moon R: The Movie,Movie,7.70,1101,2403,"Dec 5, 1993",['Toei Animation'],1,"['Drama', 'Romance']",['Mahou Shoujo'],Shoujo
1101,Death Note: Rewrite,Special,7.70,1102,1038,"Aug 31, 2007 to Aug 22, 2008",['Madhouse'],2,"['Supernatural', 'Suspense']",['Psychological'],Shounen
1102,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",TV,7.70,1103,218,"Jul 4, 2015 to Sep 19, 2015",['A-1 Pictures'],12,"['Action', 'Adventure', 'Fantasy']","['Isekai', 'Military']",None
1103,JoJo no Kimyou na Bouken: Phantom Blood,Movie,7.70,1104,2365,"Feb 17, 2007",['APPP'],1,"['Action', 'Adventure', 'Horror']",['Vampire'],Shounen
1104,Koutetsujou no Kabaneri Movie 3: Unato Kessen,Movie,7.70,1105,1629,"May 10, 2019",['Wit Studio'],1,"['Action', 'Drama', 'Fantasy', 'Horror', 'Supernatural']",['None'],None
1105,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,Movie,7.70,1106,3498,"Oct 8, 2016",['Production I.G'],1,['Sports'],"['School', 'Team Sports']",Shounen
1106,Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,ONA,7.69,1107,2296,"Mar 11, 2016 to May 20, 2016",['Lerche'],8,"['Action', 'Comedy']",['School'],Shounen
1107,BanG Dream! Movie: Episode of Roselia - I: Yakusoku,Movie,7.69,1108,6385,"Apr 23, 2021",['SANZIGEN'],1,['None'],['Music'],None
1108,Binbougami ga!,TV,7.69,1109,900,"Jul 5, 2012 to Sep 27, 2012",['Sunrise'],13,"['Comedy', 'Supernatural']",['Parody'],Shounen
1109,Break Blade 6: Doukoku no Toride,Movie,7.69,1110,2557,"Mar 26, 2011","['Production I.G', '            Xebec']",1,"['Action', 'Fantasy']","['Adult Cast', 'Mecha', 'Military']",Shounen
1110,Enen no Shouboutai,TV,7.69,1111,105,"Jul 6, 2019 to Dec 28, 2019",['David Production'],24,"['Action', 'Supernatural']",['None'],Shounen
1111,Hayate no Gotoku!!,TV,7.69,1112,1619,"Apr 4, 2009 to Sep 19, 2009",['J.C.Staff'],25,"['Action', 'Comedy', 'Romance']","['Harem', 'Parody']",Shounen
1112,Ichigo Mashimaro Encore,OVA,7.69,1113,4123,"Jan 23, 2009 to Mar 25, 2009",['Daume'],2,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei']",None
1113,Ichigo Mashimaro OVA,OVA,7.69,1114,3923,"Feb 23, 2007 to Apr 25, 2007",['Daume'],3,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'School']",None
1114,Kami nomi zo Shiru Sekai: Tenri-hen,OVA,7.69,1115,1416,"Oct 18, 2012 to Dec 18, 2012",['Manglobe'],2,"['Comedy', 'Romance', 'Supernatural']",['Harem'],Shounen
1115,Keroro Gunsou,TV,7.69,1116,2187,"Apr 3, 2004 to Apr 4, 2011",['Sunrise'],358,"['Comedy', 'Sci-Fi']","['Mecha', 'Parody']",Shounen
1116,Kill la Kill Specials,Special,7.69,1117,1026,"Sep 3, 2014",['Trigger'],2,"['Action', 'Comedy', 'Ecchi']","['School', 'Super Power']",None
1117,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,Movie,7.69,1118,2751,"Apr 21, 2007",['Shaft'],1,"['Adventure', 'Drama', 'Fantasy']",['None'],None
1118,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,Movie,7.69,1119,3286,"Sep 3, 2016",['Production I.G'],1,['Sports'],"['School', 'Team Sports']",Shounen
1119,Macross F: Close Encounter - Deculture Edition,Special,7.69,1120,5127,"Dec 23, 2007",['Satelight'],1,"['Action', 'Sci-Fi']","['Mecha', 'Military', 'Music', 'Space']",None
1120,Muumindani no Suisei,Movie,7.69,1121,5773,"Aug 8, 1992",['Visual 80'],1,"['Adventure', 'Comedy', 'Fantasy']",['None'],Kids
1121,Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,Special,7.69,1122,5650,2003,['Toei Animation'],2,"['Adventure', 'Sci-Fi']",['None'],Shounen
1122,Seikai no Senki,TV,7.69,1123,3392,"Apr 14, 2000 to Jul 14, 2000",['Sunrise'],13,"['Action', 'Romance', 'Sci-Fi']","['Military', 'Space']",None
1123,Sekaiichi Hatsukoi,TV,7.69,1124,963,"Apr 9, 2011 to Jun 25, 2011",['Studio Deen'],12,"['Boys Love', 'Comedy', 'Drama', 'Romance']",['None'],None
1124,Senpai ga Uzai Kouhai no Hanashi,TV,7.69,1125,814,"Oct 10, 2021 to Dec 26, 2021",['Doga Kobo'],12,"['Comedy', 'Slice of Life']","['Adult Cast', 'Romantic Subtext', 'Workplace']",None
1125,Seto no Hanayome,TV,7.69,1126,624,"Apr 2, 2007 to Oct 1, 2007","['Gonzo', '            AIC']",26,"['Comedy', 'Romance']","['Organized Crime', 'Parody', 'School']",Shounen
1126,Shigatsu wa Kimi no Uso: Moments,OVA,7.69,1127,1740,"May 15, 2015",['A-1 Pictures'],1,['None'],['Music'],Shounen
1127,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,TV,7.69,1128,536,"Apr 11, 2017 to Jun 27, 2017","['Satelight', '            C2C']",12,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",['None'],None
1128,Uchuu Kaizoku Captain Herlock,TV,7.69,1129,3319,"Mar 14, 1978 to Feb 13, 1979",['Toei Animation'],42,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Space'],Seinen
1129,"Yuru Yuri,",OVA,7.69,1130,3664,"Sep 18, 2019",['Lay-duce'],1,"['Comedy', 'Girls Love', 'Slice of Life']","['CGDCT', 'Gag Humor', 'School']",None
1130,Manga de Wakaru! Fate/Grand Order,Special,7.68,1131,4654,"Dec 31, 2018",['A-1 Pictures'],1,['Comedy'],['None'],None
1131,Mitsudomoe Zouryouchuu!,TV,7.68,1132,2847,"Jan 9, 2011 to Feb 27, 2011",['Bridge'],8,"['Comedy', 'Slice of Life']","['Gag Humor', 'School']",None
1132,Pandora Hearts,TV,7.68,1133,452,"Apr 3, 2009 to Sep 25, 2009",['Xebec'],25,"['Adventure', 'Fantasy', 'Mystery', 'Supernatural']",['None'],Shounen
1133,Shoukoujo Sara,TV,7.68,1134,4380,"Jan 6, 1985 to Dec 29, 1985",['Nippon Animation'],46,"['Drama', 'Slice of Life']",['Historical'],Shoujo
1134,Space Cobra,TV,7.68,1135,4247,"Oct 7, 1982 to May 19, 1983",['Tokyo Movie Shinsha'],31,"['Action', 'Adventure', 'Sci-Fi']","['Adult Cast', 'Space']",None
1135,Tenkuu no Escaflowne,TV,7.68,1136,1329,"Apr 2, 1996 to Sep 24, 1996",['Sunrise'],26,"['Adventure', 'Fantasy', 'Romance']","['Isekai', 'Love Polygon', 'Mecha', 'Psychological']",None
1136,Toaru Kagaku no Railgun,TV,7.68,1137,324,"Oct 3, 2009 to Mar 20, 2010",['J.C.Staff'],24,"['Action', 'Sci-Fi']",['Super Power'],None
1137,Tong Ling Fei,ONA,7.68,1138,3373,"Nov 30, 2018 to Apr 19, 2019",['Haoliners Animation League'],16,"['Comedy', 'Drama', 'Romance']",['Historical'],None
1138,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,TV,7.68,1139,2982,"Oct 7, 2017 to Nov 11, 2017",['Studio Gokumi'],6,"['Drama', 'Fantasy', 'Slice of Life']",['Mahou Shoujo'],None
1139,Yuuseiboushi,Music,7.68,1140,10799,"Sep 11, 2021",['None'],1,['None'],['Music'],None
1140,5-toubun no Hanayome,TV,7.68,1141,180,"Jan 11, 2019 to Mar 29, 2019",['Tezuka Productions'],12,"['Comedy', 'Romance']","['Harem', 'School']",Shounen
1141,Aria the Animation,TV,7.68,1142,1282,"Oct 6, 2005 to Dec 29, 2005",['Hal Film Maker'],13,"['Fantasy', 'Sci-Fi', 'Slice of Life']",['Iyashikei'],Shounen
1142,Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,Movie,7.68,1143,2653,"Dec 4, 1994","['Toei Animation', '            Production Reed']",1,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",['Mahou Shoujo'],Shoujo
1143,Bokura wa Minna Kawai-sou,TV,7.68,1144,523,"Apr 4, 2014 to Jun 20, 2014","[""Brain's Base""]",12,"['Comedy', 'Romance', 'Slice of Life']",['School'],Seinen
1144,Chi's Sweet Home,TV,7.68,1145,2388,"Mar 31, 2008 to Sep 25, 2008",['Madhouse'],104,"['Comedy', 'Slice of Life']",['Pets'],Seinen
1145,Detective Conan Movie 17: Private Eye in the Distant Sea,Movie,7.68,1146,3237,"Apr 20, 2013",['TMS Entertainment'],1,"['Adventure', 'Comedy', 'Mystery']",['Detective'],Shounen
1146,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Special,7.68,1147,2342,"Jul 22, 2015",['Shuka'],1,"['Action', 'Mystery', 'Supernatural']",['None'],None
1147,Fruits Basket,TV,7.68,1148,357,"Jul 5, 2001 to Dec 27, 2001",['Studio Deen'],26,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural']",['Love Polygon'],Shoujo
1148,Ghost (Music),Music,7.68,1149,11658,"Apr 13, 2021",['None'],1,['None'],['Music'],None
1149,Giovanni no Shima,Movie,7.68,1150,3543,"Feb 22, 2014",['Production I.G'],1,['Drama'],['Historical'],None
1150,Kakkou no Iinazuke,TV,7.68,1151,1745,"Apr 24, 2022 to ?","['SynergySP', '            Shin-Ei Animation']",24,"['Comedy', 'Romance']",['Harem'],Shounen
1151,Kami nomi zo Shiru Sekai,TV,7.68,1152,297,"Oct 7, 2010 to Dec 23, 2010",['Manglobe'],12,"['Comedy', 'Romance', 'Supernatural']","['Harem', 'Otaku Culture']",Shounen
1152,Kanojo to Kanojo no Neko: Everything Flows,TV,7.68,1153,1533,"Mar 4, 2016 to Mar 25, 2016","['LIDENFILMS', '            LIDENFILMS Kyoto Studio']",4,"['Romance', 'Slice of Life']","['Iyashikei', 'Pets', 'Psychological']",None
1153,Kengan Ashura Part 2,ONA,7.68,1154,2067,"Oct 31, 2019",['Larx Entertainment'],12,['Action'],['Martial Arts'],None
1154,Kidou Keisatsu Patlabor: On Television,TV,7.68,1155,3314,"Oct 11, 1989 to Sep 26, 1990",['Sunrise'],47,"['Comedy', 'Sci-Fi']","['Detective', 'Mecha']",None
1155,Kuroko no Basket 3rd Season NG-shuu,Special,7.68,1156,2940,"Apr 24, 2015 to Dec 24, 2015",['Production I.G'],9,"['Comedy', 'Sports']",['Team Sports'],None
1156,Kuroshitsuji,TV,7.68,1157,106,"Oct 3, 2008 to Mar 27, 2009",['A-1 Pictures'],24,"['Action', 'Comedy', 'Mystery', 'Supernatural']","['Historical', 'Mythology']",Shounen
1157,3D Kanojo: Real Girl 2nd Season,TV,7.67,1158,1216,"Jan 9, 2019 to Mar 27, 2019",['Hoods Entertainment'],12,['Romance'],['School'],Shoujo
1158,ACCA: 13-ku Kansatsu-ka,TV,7.67,1159,1292,"Jan 10, 2017 to Mar 28, 2017",['Madhouse'],12,"['Drama', 'Fantasy', 'Mystery']",['Detective'],Seinen
1159,Arslan Senki (TV),TV,7.67,1160,539,"Apr 5, 2015 to Sep 27, 2015","['SANZIGEN', '            LIDENFILMS']",25,"['Action', 'Adventure', 'Drama', 'Fantasy']","['Historical', 'Military']",Shounen
1160,Detective Conan Movie 21: The Crimson Love Letter,Movie,7.67,1161,3680,"Apr 15, 2017",['TMS Entertainment'],1,"['Action', 'Drama', 'Mystery', 'Romance']","['Detective', 'Historical']",None
